_SHARE_ENTITY_URN,_ORGANIZATION_ENTITY_URN,ENGAGEMENT,SHARE_COUNT,CLICK_COUNT,LIKE_COUNT,IMPRESSION_COUNT,COMMENT_COUNT,_FIVETRAN_ID,_FIVETRAN_SYNCED
urn:li:share:6987793626479112192,urn:li:organization:10043,1,0,0,7,7,0,hEUPnkBuXc7wDe8m9DVklQrm51o=,2023-04-04
urn:li:share:6987791042032881665,urn:li:organization:10043,0.8,0,0,4,5,0,bQLVlmpXp8l2o5T7KLzo9hPrO/k=,2023-04-04
urn:li:share:6987786658083430401,urn:li:organization:10043,1.166666667,0,0,13,12,0,HTFUUFAQl/JQXRttCjhFoRL2UXY=,2023-04-04
urn:li:share:6987789619857637377,urn:li:organization:10043,0.3,0,0,3,10,0,s6V2rTBvoS1SBmMH0aoTDrNbHro=,2023-04-04
urn:li:share:6987786043236225024,urn:li:organization:10043,0.75,0,0,3,4,0,1Ehy9b2WTtAIV0AV5u5LYXRP2Do=,2023-04-04
urn:li:share:6987793363248795649,urn:li:organization:10043,0.1666666667,0,0,2,6,0,gjKM5aTW+IfIcw6eRnGe6of5TJY=,2023-04-04
urn:li:share:6987793275738836992,urn:li:organization:10043,0,0,0,2,0,0,IsXLPVkBIa/8CY36EbR+gDkuink=,2023-04-04
urn:li:share:6987789689386594304,urn:li:organization:10043,2,0,0,4,2,0,4hXBQA0tDTU8yy9EmxEJ/lLRrUI=,2023-04-04
urn:li:share:6987788101121159169,urn:li:organization:10043,0.4,0,0,2,5,0,uk1fBZth3MjA6M2Jj8saBTDy8QE=,2023-04-04
urn:li:share:6987794433861652480,urn:li:organization:10043,3,0,0,3,1,0,NrQ8hJ/78dnyIFyGaldYYyXxXio=,2023-04-04
urn:li:share:6987803406358712320,urn:li:organization:10043,0.2,0,0,1,5,0,VX4wunJBBikhg90fovw5WGT3c7E=,2023-04-04
urn:li:share:6987791331536330752,urn:li:organization:10043,0.3333333333,0,0,4,12,0,xI1V0AzkDvMPeSnK08kIc/zlg7I=,2023-04-04
urn:li:share:6987808424331784192,urn:li:organization:10043,1.5,0,0,3,2,0,prJ488pPKX2xE5ihhZnwiqsYcsE=,2023-04-04
urn:li:share:6980124103718387712,urn:li:organization:10043,0.3076923077,0,0,4,13,0,K18MJoxfvxQr3wRTcMRBU/i88cM=,2023-04-04
urn:li:share:6980123824889425921,urn:li:organization:10043,0.5,0,0,3,6,0,eDYOQLU2ZB9YVZcv6TsKaiYwgD0=,2023-04-04
urn:li:share:6987805140174925824,urn:li:organization:10043,2,0,0,2,1,0,XZeQUl6MJ4DS4OXSxHWzFQwABpY=,2023-04-04
urn:li:share:6980127490602074112,urn:li:organization:10043,0.72,0,0,18,25,0,a2x3/ZcD3OU94KTxZiLm40Iqbg0=,2023-04-04
urn:li:share:6980117947952345088,urn:li:organization:10043,0.8333333333,1,0,14,18,0,gf1bvqS5FSmwwgcTwa/ujW9LIMo=,2023-04-04
urn:li:share:6980106609179942912,urn:li:organization:10043,0.5555555556,0,0,10,18,0,PdU7bG+nhNOY/Fnv+1yuMoyr7Xw=,2023-04-04
urn:li:share:6980119509898530816,urn:li:organization:10043,0.4736842105,0,0,9,19,0,il5Ja3wyhXEVfROY+KABSzxO5Eg=,2023-04-04
urn:li:share:6980102329475719169,urn:li:organization:10043,0.8,0,0,12,15,0,nd7KfdrHOYMr30dk/C3nILDxpuw=,2023-04-04
urn:li:share:6980126425961910272,urn:li:organization:10043,1.25,0,0,10,8,0,VlT6h6udA18eRc/UoYz6n2GKmg8=,2023-04-04
urn:li:share:6980126547949072385,urn:li:organization:10043,2,0,0,4,2,0,qFyOcKLvueCnQExGv5Tvy2pQWdU=,2023-04-04
urn:li:share:6980125570479075328,urn:li:organization:10043,1,0,0,8,8,0,HAVtizkCHrMFerlTXLFQrkEJB3U=,2023-04-04
urn:li:share:6980117637976477697,urn:li:organization:10043,0.3469387755,0,0,17,49,0,SDWCQm/J2kjNryTuLOccT/My9+Q=,2023-04-04
urn:li:share:6980116790672568320,urn:li:organization:10043,0.5454545455,0,0,12,22,0,/FI/25kP5soPni/1cJ25HWwjgVA=,2023-04-04
urn:li:share:6980103803618373632,urn:li:organization:10043,0.5185185185,0,0,14,27,0,Ir/fAFhpR3yMN5pPbLkNiJZvIfk=,2023-04-04
urn:li:share:6980104089917362176,urn:li:organization:10043,0.9310344828,0,0,25,29,0,lR5xAPnGlxyTdW9dbGTo3p4L6JA=,2023-04-04
urn:li:share:6980117811167662080,urn:li:organization:10043,0.2333333333,1,4,9,60,0,ac9dbBrK4tl5LaLwaejW/pafAgM=,2023-04-04
urn:li:share:6980116554256388097,urn:li:organization:10043,0.75,0,0,3,4,0,Pg4r7VmTZApSYouOpc/Zwr+zGqw=,2023-04-04
urn:li:share:6980125464006668288,urn:li:organization:10043,0,1,0,7,0,0,0nAX7j9aD00JxFjgoSCp2wmhJYo=,2023-04-04
urn:li:share:6980127751559102464,urn:li:organization:10043,3,1,0,26,9,0,Yxyw6kzEURFs8G/hlU9bkr75tGw=,2023-04-04
urn:li:share:6980125693581897728,urn:li:organization:10043,1.307692308,0,1,16,13,0,lCpGB4sC7vYH9WEtLVw+D6svZfk=,2023-04-04
urn:li:share:7031962973820653568,urn:li:organization:10043,0.03503540813,4,57,32,2683,0,rxmiyxbysbvVF98GCvs7CH0ZXNQ=,2023-04-04
urn:li:share:7031698761332518912,urn:li:organization:10043,0.04189189189,10,65,111,4440,0,uCTLr2a/fWP7nVZ7GjX2GdTPPS0=,2023-04-04
urn:li:share:7031624014447972352,urn:li:organization:10043,0.02393617021,0,12,15,1128,0,F4pi7fswGywde02nOqyAzsd3N0E=,2023-04-04
urn:li:share:7031351567765168129,urn:li:organization:10043,0.03573792191,2,18,33,1511,1,hK+uaWCBsvHrv5CJV7wvY7hBVjk=,2023-04-04
urn:li:share:6951194919352840192,urn:li:organization:10043,2,0,0,3,2,0,rSBGOIXwAAiO06iMbUYXmvvw5R8=,2023-04-04
urn:li:share:6950048122894979072,urn:li:organization:10043,0.25,0,0,1,4,0,vXsPq64Oyrt22daDLKnvgyy3zO4=,2023-04-04
urn:li:share:6950442094989565953,urn:li:organization:10043,0.5217391304,0,0,12,23,0,hJZa5ywJkcg2oIytwrddGASAAGk=,2023-04-04
urn:li:share:6947855452378394624,urn:li:organization:10043,0,0,0,2,0,0,HwIvp2kZCnT7lLIDnlFRULlob3c=,2023-04-04
urn:li:share:6947191324844412929,urn:li:organization:10043,2,0,0,8,4,0,ULjkdJEjBzs5UviQGhWHCIwjprw=,2023-04-04
urn:li:share:6950047734632460288,urn:li:organization:10043,0.2,0,0,1,5,0,/HLmBke6fn72C6y/geKQQVbc+xc=,2023-04-04
urn:li:share:6947204047930052608,urn:li:organization:10043,1.3,1,0,12,10,0,GlNMDL25BpTWqQ+v7XsMEiyXX9w=,2023-04-04
urn:li:share:6947203879671349248,urn:li:organization:10043,1.25,1,0,9,8,0,0jPHbcqj/gZHFKU2s2g/sWNnZSc=,2023-04-04
urn:li:share:6746897260849852416,urn:li:organization:10043,1.142857143,0,0,26,7,0,KZmzWYYjiT/c4fMV9/+U81q+fZo=,2023-04-04
urn:li:ugcPost:7031293629235179520,urn:li:organization:10043,0.04712350285,5,132,102,5093,1,fzTEL65sBrT3IOaebH/w6iHD3T8=,2023-04-04
urn:li:ugcPost:7030914351234519042,urn:li:organization:10043,0.03618864293,66,227,275,15585,1,d+R2HHRJHb00ZaJvbBQRRH3JG2E=,2023-04-04
urn:li:ugcPost:7029165815136481280,urn:li:organization:10043,0.03807499034,10,100,87,5174,0,lKa+By/DAebmrE+Rg1ahauHeh5M=,2023-04-04
urn:li:ugcPost:7029071475756204032,urn:li:organization:10043,0.02649480845,6,29,38,2793,0,tSxY685DuPxD2vUgDhexjPCD7ks=,2023-04-04
urn:li:ugcPost:7028709210255224832,urn:li:organization:10043,0.02577205066,9,46,60,4501,0,Yrgx07F2Zio0cZ1ntvkQ2/ji45Y=,2023-04-04
urn:li:ugcPost:7028361767617531904,urn:li:organization:10043,0.02633573323,4,67,67,5278,0,VXqnc0CRpKNFXIe1CE3wLRwGGZI=,2023-04-04
urn:li:ugcPost:7024791039215357952,urn:li:organization:10043,0.03875968992,5,30,31,1806,4,D4Jorlz5jnN1R+danlMR9Kp9Szg=,2023-04-04
urn:li:ugcPost:7024081033553735680,urn:li:organization:10043,0.02155009452,4,25,28,2645,0,OXQJIZ71S/rNILkUJK7wIVjVZTc=,2023-04-04
urn:li:ugcPost:7023982930368614400,urn:li:organization:10043,0.03228816723,3,91,77,5358,0,XlTSuMV5wfguag/iqNY2PY1MUFY=,2023-04-04
urn:li:ugcPost:7021461271438917632,urn:li:organization:10043,0.02501839588,6,25,37,2718,0,/50wix12hb2rOL4hbyGu+vLBSz8=,2023-04-04
urn:li:ugcPost:7019286901169799168,urn:li:organization:10043,0.02407980736,7,30,33,2907,0,ehv9C8pB7YmrVCQPbI8SdEr8Cfg=,2023-04-04
urn:li:ugcPost:7016750214736723968,urn:li:organization:10043,0.0243902439,4,44,57,4264,0,1vzEvXGc12CMuMTPhLLC8wBVJqU=,2023-04-04
urn:li:ugcPost:7014256558998003712,urn:li:organization:10043,0.02569303584,3,49,61,4437,1,fgw+kjc72bYxDLZX/CsssZNJTTA=,2023-04-04
urn:li:ugcPost:7013141574985412608,urn:li:organization:10043,0.02887617066,6,51,53,3844,1,Il3bOaxRRQTrXgbNHFKneLTiLmE=,2023-04-04
urn:li:ugcPost:7011363695607902208,urn:li:organization:10043,0.04369095816,20,95,144,5928,0,9N6z6QKNNMvHqkCgH2a6LMoEqFY=,2023-04-04
urn:li:ugcPost:6975140346917777408,urn:li:organization:10043,0.0563777308,23,89,209,5676,7,ZWCzOnKyDoE1C6B5h6potRPWbqk=,2023-04-04
urn:li:ugcPost:6973288786990444544,urn:li:organization:10043,0.03132613992,6,21,62,2873,1,dh43f6USKUkAS8mzkGhi+kAf8TM=,2023-04-04
urn:li:ugcPost:6985988428874072064,urn:li:organization:10043,0.05158959538,9,182,163,6920,4,GqACL+yPwOWEkl4urCv7d+XK6xo=,2023-04-04
urn:li:ugcPost:6948044967495839744,urn:li:organization:10043,0.01442889234,22,96,48,11574,0,oZ1kyyCy8/qhFW3chgIXKrajg90=,2023-04-04
urn:li:ugcPost:6976545564553355264,urn:li:organization:10043,0.03082336383,6,82,128,7105,5,oFfhL7ZEWP7bWKznnwAB4ZRj2f8=,2023-04-04
urn:li:ugcPost:6942517422033690624,urn:li:organization:10043,0.01066824715,0,70,2,6749,0,eZK23Bw/ZMTu6Fzx1W5Vj9WvYi0=,2023-04-04
urn:li:ugcPost:6978767396148772865,urn:li:organization:10043,0.03264225849,13,48,86,4534,2,gO66vY2dIxQd6xy7S388L9RetUc=,2023-04-04
urn:li:ugcPost:6975825806124056576,urn:li:organization:10043,0.01540478532,1,82,11,6102,0,A4UCI4+r+17qyKu3dON97ItrOC0=,2023-04-04
urn:li:ugcPost:6917554789589417984,urn:li:organization:10043,0.04173974044,8,53,54,2851,4,6KvHubQNDKJQFFJ+MTg+29T61jw=,2023-04-04
urn:li:ugcPost:6932718418953474048,urn:li:organization:10043,0.03613719886,6,106,63,4898,2,kWPf2rm5m4YQ9x6AXrfBJROt6jM=,2023-04-04
urn:li:ugcPost:6940304533336072193,urn:li:organization:10043,0.03907284768,8,104,65,4530,0,qi8UvJaVQWt6x8YqKxWHjaZEW7k=,2023-04-04
urn:li:ugcPost:6932389333832278016,urn:li:organization:10043,0.04790419162,14,118,164,6179,5,yI+DSoLYfogbUWJJK4+nBRUpb2M=,2023-04-04
urn:li:ugcPost:6935593930633732096,urn:li:organization:10043,0.04671621417,20,281,310,13186,4,owGeImeQcuW9xwimrPRI/rIffeY=,2023-04-04
urn:li:ugcPost:6932418238161063937,urn:li:organization:10043,0.04164383562,16,20,41,1825,1,taAQFtgazSHXXsT1rQ8eqOM+Qfg=,2023-04-04
urn:li:ugcPost:6938124341607899136,urn:li:organization:10043,0.05096153846,5,102,99,4160,5,KhnKxhkh9l4FKdaJ/ht3YIkJl8s=,2023-04-04
urn:li:ugcPost:7003365715869130752,urn:li:organization:10043,0.03468997542,13,55,60,3661,0,Hip0JKavwmzWVmXjGulTO1kjCU8=,2023-04-04
urn:li:ugcPost:6975477143027802112,urn:li:organization:10043,0.1505088377,25,641,177,5601,0,f73MWljXuxZA3NmAt00Q48Ms6Uw=,2023-04-04
urn:li:ugcPost:6960640514769506304,urn:li:organization:10043,0.01847229156,2,17,17,2003,0,b0d82bkRhrPej25mjn6kR9RcsQA=,2023-04-04
urn:li:ugcPost:6965679128175943681,urn:li:organization:10043,0.03308705429,2,60,41,3113,0,ULDU5IB4T8/r3SrAb2HL3VeYo4g=,2023-04-04
urn:li:ugcPost:6985282888309125120,urn:li:organization:10043,0.0174438108,3,17,32,2981,0,0eojwd4RyrDRgPdkHDucbV7rzXU=,2023-04-04
urn:li:ugcPost:6953360195267829761,urn:li:organization:10043,0.05400440852,5,128,151,5444,9,O47WwiYcNmr83V1utsUpgn+TwkU=,2023-04-04
urn:li:ugcPost:6971179959201513473,urn:li:organization:10043,0.04935319056,16,220,214,9199,3,RgUfulwBba6R6RiSXcB5ydB4lwE=,2023-04-04
urn:li:ugcPost:6998297085557030913,urn:li:organization:10043,0.03313953488,2,29,26,1720,0,jmYKQzzFZaefDET844jimeNPHsI=,2023-04-04
urn:li:ugcPost:6990347902145495042,urn:li:organization:10043,0.1061195614,4,269,26,2827,1,+s0rDntTcWYntBYYlWzaclDnTTg=,2023-04-04
urn:li:ugcPost:6978322133936472066,urn:li:organization:10043,0.02650762094,4,23,53,3018,0,d2/SpW2A6+aT9+y7pqEDDVTQehE=,2023-04-04
urn:li:ugcPost:6975427088619110400,urn:li:organization:10043,0.01663716814,0,78,16,5650,2,N4SSJnkBZiRrGoltfs6XRYxI4sQ=,2023-04-04
urn:li:ugcPost:6983010355304169474,urn:li:organization:10043,0.03564661298,20,138,142,8444,2,dvxfjHCR6myJIymjZG4rpY4gvaY=,2023-04-04
urn:li:ugcPost:6952236938057711616,urn:li:organization:10043,0.0639486177,10,131,88,3581,0,epE08mmqiF5OEpNAm+KHSlMtLHI=,2023-04-04
urn:li:ugcPost:6930546682304610304,urn:li:organization:10043,0.03049967554,11,12,23,1541,1,9XiIQSW0kiM/urttZUDyYsL09r0=,2023-04-04
urn:li:ugcPost:6953688308749144064,urn:li:organization:10043,0.01905347265,2,181,3,9762,2,G1j/whepjsfX8dmF6GM5Ch20aPY=,2023-04-04
urn:li:ugcPost:6996834046701948928,urn:li:organization:10043,0.02491842183,2,24,57,3371,0,4gGhAK2VurXU4hyhHf76sfWJY9Y=,2023-04-04
urn:li:ugcPost:6982703894049017857,urn:li:organization:10043,0.03604193971,16,46,106,4578,1,5q/L3xULkmWDNjhOTrc2V/x2k0c=,2023-04-04
urn:li:ugcPost:6930233104179564545,urn:li:organization:10043,0.03026272032,1,508,34,18042,3,0zwwc5kBh+B5vJNsE8mls4xkKok=,2023-04-04
urn:li:ugcPost:6975872054365470720,urn:li:organization:10043,0.04968329375,19,173,308,10104,4,t3TEOWRx52gfuuMNDrEKw4BYk70=,2023-04-04
urn:li:ugcPost:6976235491037757440,urn:li:organization:10043,0.04364290448,22,163,270,10563,7,mj82eDZYIC3mqwoW8t3TlY+KxQg=,2023-04-04
urn:li:ugcPost:6939954007239004160,urn:li:organization:10043,0.08561296859,3,138,28,1974,0,5iuP8Cu3bMtl0BcdbpMoF8IHk7M=,2023-04-04
urn:li:ugcPost:7008449174287384577,urn:li:organization:25736,0.0322180917,13,30,35,2421,0,6L/UuTCuinBQzYHAKpBO7umuPxI=,2023-04-04
urn:li:ugcPost:6975211510495150080,urn:li:organization:10043,0.0423880597,6,36,99,3350,1,FCqz+rbe2zFLwH5gjLuKy/yOIgo=,2023-04-04
urn:li:ugcPost:6980906445521260544,urn:li:organization:10043,0.0334553058,4,28,31,1913,1,HlKQ+W1/glc77AMK7S2Epvyz3cU=,2023-04-04
urn:li:ugcPost:6956273819003076608,urn:li:organization:10043,0.0198827721,0,168,5,8701,0,vB5KaczkX9vxUzW1+HCAAJL4Py4=,2023-04-04
urn:li:ugcPost:6970353858388660225,urn:li:organization:10043,0.03273185061,13,61,81,4766,1,7gwK8swYm2xyZY+5lHApIJCK5d0=,2023-04-04
urn:li:ugcPost:7003727905872642048,urn:li:organization:10043,0.04470742932,1,72,57,3042,5,p1iIMPjhuRv5YKhIvJVJoaLh8/o=,2023-04-04
urn:li:ugcPost:6955854092824969217,urn:li:organization:10043,0.0326129666,9,22,52,2545,0,7jaqH5D6OOxOEKlvNROLaJahK08=,2023-04-04
urn:li:ugcPost:6996093682902863873,urn:li:organization:10043,0.03478063196,7,81,66,4399,0,vAUICw7J/JoUP36XuVMkyoLeRNA=,2023-04-04
urn:li:ugcPost:6978382788299296768,urn:li:organization:10043,0.03803131991,17,37,133,4917,0,/qnc7WznW1fO/EE8+ZkwPZJ7ydw=,2023-04-04
urn:li:ugcPost:6973369392281632768,urn:li:organization:10043,0.03282182438,5,16,56,2346,0,MSFOAaEgZ5haeZVFHvnQyCr+/O0=,2023-04-04
urn:li:share:6950047865394077696,urn:li:organization:10043,0.3571428571,0,0,5,14,0,fdpczLXTlHp9tG7LowyI4kOJ6nc=,2023-04-04
urn:li:share:6947939439008518144,urn:li:organization:10043,1.4,0,0,12,10,1,Od/rxueMuA8qyRJBChs2KSPLocU=,2023-04-04
urn:li:share:6947190540991909889,urn:li:organization:10043,0,0,0,0,3,0,i8cPekcqEsRQsGCjAiKMOra61es=,2023-04-04
urn:li:share:6947190954822914049,urn:li:organization:10043,1.5,0,0,3,2,0,kLu7bvNxmtTuejVUx+w17NmFMiI=,2023-04-04
urn:li:share:7030868565712900096,urn:li:organizationBrand:25736,0.0342070191,2,32,43,2251,0,yTZlx7p/L01L35eC/71aRBOo5kQ=,2023-04-04
urn:li:share:7030853308927934464,urn:li:organization:10043,0.2727272727,7,2,7,55,0,2UoG8X2ERay0gtassdALxDBZ274=,2023-04-04
urn:li:share:7030868565712900096,urn:li:organization:25736,0.0342070191,2,32,43,2251,0,U99mB4wc1x8DoaEzcCD1EG2/i/I=,2023-04-04
urn:li:share:7030174105828003840,urn:li:organization:10043,0.02928870293,2,18,22,1434,0,owRH2UW7bS04RKnCRswhAg1L444=,2023-04-04
urn:li:share:7029811903803645952,urn:li:organization:10043,0.03187588152,0,100,7,3545,6,2aZvqUuKa8pDiJwg6e1CBgZfTI4=,2023-04-04
urn:li:share:7029735958132514816,urn:li:organization:10043,0.07692307692,0,1,4,65,0,JglpShWosTAoSodrR5usnv1DGQU=,2023-04-04
urn:li:share:7029464485773934592,urn:li:organizationBrand:28978119,0.1130742049,3,8,21,283,0,M4wwRCt98ZNl/0Xq4WzId5YCYgE=,2023-04-04
urn:li:share:7029441421099110400,urn:li:organization:10043,0.03426904849,6,27,62,2743,2,+kEy2L34Rw6/jmxmZfhWAk2RM9E=,2023-04-04
urn:li:share:7029388782978154496,urn:li:organization:10043,0.05263157895,0,2,0,38,0,yeS6Xf+CsTfRE/0UdwjCEUavDCI=,2023-04-04
urn:li:share:7029117319444393984,urn:li:organization:10043,0.07954545455,1,2,4,88,0,7QAdViR/L4ZTSG7XB6mb3UbxxsU=,2023-04-04
urn:li:share:7028735442720100352,urn:li:organizationBrand:28978119,0.07344632768,0,5,8,177,0,0L6fSU60wrvfXkJ2gGtgDuCKWPk=,2023-04-04
urn:li:share:6963142733448294400,urn:li:organization:10043,0.4736842105,0,0,9,19,0,T+ne8ZjKktFTfDRpmzJjAD5ZA7U=,2023-04-04
urn:li:share:6922109244074795008,urn:li:organization:10043,0.7826086957,0,0,12,23,0,ihHd1P3ljZWIyZi7GZfYbXenAuw=,2023-04-04
urn:li:share:6962792054800179200,urn:li:organization:10043,1,0,0,4,5,0,wKD3eWc+ciL/UulobLSP+puNubg=,2023-04-04
urn:li:share:6967489262610989056,urn:li:organization:10043,0.2777777778,0,0,4,18,0,6jqC46YflVgDe8/UfHbIo276Iyw=,2023-04-04
urn:li:share:6922853300593651712,urn:li:organization:10043,0,0,0,3,0,0,WPfNUmvwGtkiECMIDUnKrzcTYdM=,2023-04-04
urn:li:share:6962794529892499458,urn:li:organization:10043,0.1860465116,0,0,8,43,0,Fgc0ElJtiu1b+9aZI5rEoAfqui4=,2023-04-04
urn:li:share:6960237522748600320,urn:li:organization:10043,0.4827586207,0,1,13,29,0,b4q7fC1I+0U/CNfuqTpBwOfCoIA=,2023-04-04
urn:li:share:7028686400279506944,urn:li:organization:25736,0.05149210064,10,39,40,1709,0,cBChOm7PNoRhQ4oaJvzgblkNQ6Q=,2023-04-04
urn:li:share:7028686400279506944,urn:li:organizationBrand:25736,0.05149210064,10,39,40,1709,0,LBwytkPdaLpfjtxZ0SgO6oMeCWM=,2023-04-04
urn:li:share:7028663947641708544,urn:li:organization:10043,0.01075268817,0,0,1,93,0,1PrM7oJ1hbcnzTd5yVWl8gL1LBM=,2023-04-04
urn:li:share:7028485018129743872,urn:li:organization:10043,0.03058007566,4,32,61,3172,3,NEoC1WV40RSSMoGO6w9SGpzBsMg=,2023-04-04
urn:li:share:7028316520984285184,urn:li:organization:18124695,0.04705882353,0,4,0,85,0,bn6Yh57FLDzIZ1njQgBTdx4dr7o=,2023-04-04
urn:li:share:7027637411673239552,urn:li:organization:10043,0.02751886374,8,14,40,2253,0,v6MTrFJZL0TCL2mI1sj75dxKAHI=,2023-04-04
urn:li:share:7027259571589038080,urn:li:organization:10043,0.0345334313,8,47,40,2722,0,9P98jYspX3LZGohpttC5YxtxcVs=,2023-04-04
urn:li:share:7026973260911185920,urn:li:organization:10043,0.03333333333,5,29,33,2010,0,M0Eu2vhsNwe945vIIcz1PMrUyRU=,2023-04-04
urn:li:share:7026520041277845505,urn:li:organization:10043,0.03308507591,21,80,130,6982,3,w975RHkg5JctcH481CTh2oag9zk=,2023-04-04
urn:li:share:6958427207337684992,urn:li:organization:10043,0.5,0,0,4,8,0,CV0D2a44N1pbf3E1F0PxsEiuBZk=,2023-04-04
urn:li:share:7024692659030036480,urn:li:organizationBrand:25736,0.05528134255,9,42,63,2026,0,Kmq/RAivlM2tYS+b3odPqU9O31o=,2023-04-04
urn:li:share:7024692659030036480,urn:li:organization:25736,0.05528134255,9,42,63,2026,0,3yyb1rJFJK6XlY1V3E5MvtGmbi4=,2023-04-04
urn:li:share:7024477403762593792,urn:li:organization:10043,0.04007398274,10,54,65,3244,0,aLWu7MK0gm91Cch4HAHps+a2PCg=,2023-04-04
urn:li:share:6925762284405297152,urn:li:organization:10043,0.6470588235,0,0,8,17,0,WZUZfmBRrPVo/q4CSBVzvKUznXw=,2023-04-04
urn:li:share:7004085589490733057,urn:li:organization:10043,0.7777777778,0,0,7,9,0,dwy7XrvnNyXFp1ZQWYRuE5gflmo=,2023-04-04
urn:li:share:6991061997601607680,urn:li:organization:10043,0.1666666667,0,0,1,6,0,bZFlv+z9Og1YVwdZ0w1/hoazm7c=,2023-04-04
urn:li:share:7004102963824594945,urn:li:organization:10043,0.5,1,0,7,16,0,dIxBJ4OkQxzBm2I17hQHx88Iz4o=,2023-04-04
urn:li:share:6993983160967421952,urn:li:organization:10043,1.5,0,0,4,4,0,f+HH2+vgeNIMs5eTt3GqYQLMhBw=,2023-04-04
urn:li:share:6993979753217077248,urn:li:organization:10043,0.6315789474,0,0,9,19,0,duHCNainJQwbUmqo0k5EQ7ettuI=,2023-04-04
urn:li:share:6993979859416846336,urn:li:organization:10043,0,0,0,1,0,0,yGIooAjeTAFclR4UZiFHwrtJcOk=,2023-04-04
urn:li:share:6996789281037905920,urn:li:organization:10043,0.08333333333,0,0,2,24,0,vF8+7FwqJi3kBzVnAS+kXCuemrk=,2023-04-04
urn:li:share:7004093134154436608,urn:li:organization:10043,0,0,0,2,0,0,tY+fUZ0quB+B33pA7JtpQaYlWSs=,2023-04-04
urn:li:share:7004090746718826496,urn:li:organization:10043,3,0,0,2,1,0,9a/jlz16H29R23STxIJJuKUElto=,2023-04-04
urn:li:share:7004088660866306049,urn:li:organization:10043,0.5555555556,0,0,5,9,0,+3YBp4Mf+zCxJGN3bp7nRsSSIH0=,2023-04-04
urn:li:share:7004085850363846656,urn:li:organization:10043,0.3333333333,0,0,1,3,0,gMSHXCh7aKlg6gd+3ni/SU7umdw=,2023-04-04
urn:li:share:7001494714906513408,urn:li:organization:10043,0.6842105263,0,0,11,19,0,eqt96rDypwuF/LIgXpp4ibWJP0g=,2023-04-04
urn:li:share:7001585379275345920,urn:li:organization:10043,0.6,0,0,3,5,0,9c8dneAM/y6gVjROCDMF82YWn/8=,2023-04-04
urn:li:share:7004102731309158400,urn:li:organization:10043,0.3617021277,0,1,32,94,0,nFnJZe7/AFJ+GeYTvNbSXhgUY+E=,2023-04-04
urn:li:share:7001585571835834368,urn:li:organization:10043,0.2608695652,0,1,11,46,0,MDcs1Ub1nzELwCh1C+XqY6zxoms=,2023-04-04
urn:li:share:7024390747068010496,urn:li:organizationBrand:28978119,0.07284768212,0,5,6,151,0,Bi7SAAMJyPDNVbVugonYydyJ6yk=,2023-04-04
urn:li:share:7024352873035558912,urn:li:organization:10043,0.02140309156,1,17,18,1682,0,JAfHqfLeKrTPahp6RDLv0iUxPSs=,2023-04-04
urn:li:share:7024085138691039234,urn:li:organization:37930,0.0316091954,0,13,9,696,0,lAwIYpk5qOFqVYcuAm2nsbrOQAk=,2023-04-04
urn:li:share:7023726401786703872,urn:li:organization:10043,0.06393678161,20,87,159,4176,0,iA4rjGP6yNSa/K/4raM539n+0Qs=,2023-04-04
urn:li:share:7023628094020227072,urn:li:organization:10043,0.02598314607,4,10,23,1424,0,Vqa0JfIC2cRfaRZ9MwpYrexTYAc=,2023-04-04
urn:li:share:6925758767888220160,urn:li:organization:10043,0,0,0,1,0,0,V3+joN7SUMlZv/B0hpoRnlFH/Cg=,2023-04-04
urn:li:share:6923206927514488833,urn:li:organization:10043,0,0,0,3,0,0,XwLdh/+CmyASXcNG4k8lHRgwblY=,2023-04-04
urn:li:share:6925471231542464513,urn:li:organization:10043,0.9090909091,0,0,43,55,0,kR7oZiA2yScy4KS8TdtYEzNvBLE=,2023-04-04
urn:li:share:6925454556319338496,urn:li:organization:10043,1.022727273,1,0,38,44,0,aDa1oOOJKys00bouEw0xk+mi0NQ=,2023-04-04
urn:li:share:6925470744067854336,urn:li:organization:10043,2.111111111,0,0,16,9,0,3ghAfDutgGx26XrnIydXOKBKSMM=,2023-04-04
urn:li:share:6925758944602660865,urn:li:organization:10043,1,0,0,1,1,0,3NuR0YK88bYM6nGhcJ1tJXI/oKI=,2023-04-04
urn:li:share:6924268122858237952,urn:li:organization:10043,7.25,1,0,9,4,0,52JTMlt9MLj1w9TevtDYJTbPmck=,2023-04-04
urn:li:share:6924269396051783680,urn:li:organization:10043,43,1,0,35,3,1,fkyde6SNMuabZNB0AjhutT9+Fns=,2023-04-04
urn:li:share:6979074285206159360,urn:li:organization:10043,1.333333333,0,0,4,3,0,ICYnhCFqZi5HNNzEh9SfWvDgfRc=,2023-04-04
urn:li:share:6981250912136626176,urn:li:organization:10043,0.3636363636,0,0,3,11,0,zTLSYxS7Qt1qPr7NvGn37uYIe5c=,2023-04-04
urn:li:share:6958417463508131840,urn:li:organization:10043,1.4,0,0,7,5,0,9r4QwBWKaBMEOB+R2uzupKfwKAw=,2023-04-04
urn:li:share:6983370335538581504,urn:li:organization:10043,1.5,0,0,2,2,0,DPe63YOcgn+uhtS3crHckkG9v5w=,2023-04-04
urn:li:share:6981251047784607744,urn:li:organization:10043,1.5,0,0,2,2,0,5X2ioEY6rqLrPsqgrLqn5HVBoRY=,2023-04-04
